1-Methyl Adenosine	1-Methyladenosine	3012420	2968448	2903435	3068587	3260243	2518544	2221611	2665706	3035494	3102315	2914683	2277373	2513722	3003254	2875159	2783984	2665824	2997053	2813469	3169381	2612209	3332368	2185665	2528247	2601562	3564465	3146032	2928988	3327754	2599984	2236652	2823747	2707242	3176747	2956214	2838655	3704398	2368760	2632597	2678453	3194533	2904898	2584609	3143667	2919515	3016771	2410900	3214454	2648506	2948703	2892780	3259494	2986096	2781504	3549603	3427296	3435648	3060545	2391741	2406071	3211715	3537641	3211560	2600796	2760773	2311562	3205807	3483270	2514160	2929541	3445948	2735784	3145588	2901191	2934845	3059667	2313400	3434799	2931076	3492614	2960553	2520178	2804338	3292944	3583893	2522507	3584322	2543729	2997255	2727615	2613172	3354362	2995827	3175951
CMP	CMP	133519	149882	126628	140832	154746	164986	547759	390539	113414	140087	598034	155566	111967	152032	229159	143922	132788	143525	493876	602009	195679	149836	315158	143009	125210	174817	140845	203258	137633	137579	288696	384400	380839	143469	402809	387415	181567	183499	139699	130384	167693	114518	134155	123142	149658	125487	126436	134283	132233	104053	190343	140043	136288	150981	157586	164599	234120	145140	169509	334722	438033	162887	175527	346610	740655	108850	173251	152974	150586	149838	194453	619606	394128	113154	146291	396580	280030	156156	150444	200971	135244	143500	137784	275026	456856	437435	221000	309686	368228	390426	143250	167929	185226	290037
Creatine	Creatine	1588030464	1541484032	1536317184	1585767936	1684352640	1359729536	1480845824	1549053568	1459916928	1549111168	1650300928	1335641984	1470592768	1599868160	1549289088	1641721728	1523282176	1601819136	1521015808	1545325312	1464651264	1651070208	1383753728	1655877120	1603907328	1657072640	1587220736	1481577088	1661715712	1449802624	1369842816	1641974784	1551308416	1674995456	1565446528	1688951424	1747076608	1559750528	1494704384	1366017536	1664589824	1501209088	1461068032	1487385728	1574422528	1492440960	1291293696	1533127168	1441806336	1429612416	1490993664	1505102208	1478758656	1540772096	1647603072	1543734272	1772288128	1561218304	1399926784	1473193600	1622590336	1804888192	1613747072	1588084224	1589411072	1365701632	1698625536	1595721472	1453987072	1608712448	1706814720	1525389696	1655213440	1407200896	1538759296	1662861568	1397234432	1732300800	1496165376	1692817152	1459264768	1347255552	1594992768	1530200832	1866936320	1516882688	1916306560	1423710208	1708910976	1659467008	1540073984	1540553728	1510784896	1721684608
Creatinine	Creatinine	487123	443842	386106	473088	497016	305609	322916	328453	485189	414709	358089	292090	295712	506611	368039	400098	404630	462440	345020	370450	306976	500978	313748	411294	347973	501928	437344	369118	497322	329549	302778	414066	413862	385111	372763	388462	560015	370776	362127	325580	433746	306805	309834	469143	378753	415546	260168	403225	323335	342383	315967	365118	349947	353214	433952	515031	479583	424252	312999	414555	494316	481795	361082	401093	416951	290925	421504	331290	282781	383601	482488	373612	404734	319275	370709	494890	351062	415202	382611	492336	354472	294859	366636	355334	537753	322196	450447	329955	516679	366190	362473	454687	330243	370504
Cysteine	Cysteine	48841	59446	45323	40955	48620	23029	13886	48624	53972	56187	18368	33708	44642	46663	86449	34330	39184	35487	30692	27999	64730	49227	20869	21090	29130	37454	40120	41015	36264	28821	15597	3810	2238	32345	2356	19650	35433	14301	24979	21090	34909	28019	40717	40045	30748	50959	1735	34503	36133	44807	27920	46956	49643	44685	39047	32920	38168	28842	30370	5952	12148	37701	16756	3267	1534	20720	39496	46270	27445	35710	54392	3797	10264	27593	24513	1057	6789	34261	50447	55550	47984	32617	34723	19570	34857	6146	43776	10651	3324	11598	28158	28095	37748	32335
Cystine	Cystine	332097	318591	198602	271373	64170	1066	146139	103148	301632	138734	53	190584	339825	348801	67239	212844	153774	193648	126940	210822	8597	280978	360021	235184	253066	176479	169908	3932	306335	118754	22279	39102	3694	338145	39363	4739	419120	265965	223330	122796	122957	33422	505643	398145	374867	437036	304579	265079	402705	242758	191917	355918	673721	213752	290824	257266	19049	211504	6932	1422	6637	390247	5998	1501	1590	434482	411695	469309	329584	279829	425454	74	12133	453603	407126	3619	260	582043	338321	534231	647825	398811	257275	88846	2089	1795	757642	37	1257	361	586953	531803	512256	95636
Cytidine	Cytidine	3794678	4829886	2447865	5130635	2318866	2611206	2136132	2501996	4974650	3539322	1922620	6677852	4576656	8298324	5534583	5866628	3674451	4715647	3646516	4137611	4495586	4889851	5026104	4484017	3453830	6086348	4180931	6280392	3359928	6163914	3924040	2300324	2396995	3424371	2411651	3102937	8998353	13896117	8991956	6797661	7082631	528607	6051749	4397916	7678238	6360270	8540555	2478861	6011865	2605657	6278715	7954275	7805195	4646950	5339538	7565348	5526520	6441910	4944110	3020098	3050003	3993909	5670028	2035427	2754392	7505381	4281931	3989057	5219214	2529247	2661657	2475760	2295090	5690962	6038195	2894144	2415854	6276900	3595061	7858915	8789398	4141292	2413368	4534982	2864142	2188641	7825012	3022688	2966271	2281115	5062781	7709941	4454120	6081635
Cytosine	Cytosine	487791	456002	424376	463945	483362	403798	410760	458769	456317	448716	478912	387032	429873	482167	462122	458768	466964	454104	419517	474560	454263	488855	411454	456539	471140	480699	565370	438741	474633	438079	411122	604060	605677	459559	620982	654597	477846	471390	424787	404916	469207	426485	432137	471890	464216	452693	394717	403344	420455	397622	447839	426837	444532	429548	475475	471125	480898	456967	510733	579710	569151	487053	454412	593890	487866	372492	472489	482461	407177	453062	478272	529808	593115	410167	426293	727080	636480	490142	429256	452714	426246	400944	454083	501007	706140	565671	560737	418971	618005	534726	438106	466298	433462	501015
Dihydroxyacetone-phosphate	Dihydroxyacetone phosphate	1060072	2143245	3663506	2198086	1476022	76111	2248541	1618190	291505	1035667	2817219	1191720	3398442	3628666	2232619	2892585	3273393	4173929	2917775	2205506	1890051	4004258	1400944	5319965	5374647	1956145	1558601	1297671	3091087	1563998	1761991	2614941	4112280	4968002	2637120	3444514	4759379	1360914	701478	1272252	1477802	1723903	3932900	1575558	6105537	1267640	320878	5156073	3310429	1831494	1174939	1504859	2674439	7517510	3705446	1890342	2625727	4850499	1148929	3992589	3342813	2866108	925748	2680780	3601291	2447991	8953841	2812308	4419324	3715597	5780460	3095843	3169825	1290677	2192017	2904093	3069620	1295461	1761493	5867214	2043558	1673693	6647132	1552417	4464654	3852994	6668792	650243	2621706	3388877	4083200	3222444	4886565	1980778
Dulcitol/Mannitol/Sorbitol		152258	147705	138094	155100	169052	181882	134493	140356	131184	160292	143275	103199	125142	137519	137934	130550	123934	128368	124797	146028	106900	152147	113343	173742	150482	191288	134928	127251	171472	124822	113110	194184	160492	163791	164926	142534	202370	213567	117246	131746	170505	159871	128071	141155	145861	132005	183933	140136	138441	128388	122772	157232	117564	138502	141640	164791	161531	135166	113866	137974	145012	153372	141240	137966	154980	133938	166644	155253	145525	143744	184791	132857	164745	123092	124833	160864	124129	177724	145256	168356	139658	130368	143795	140448	187122	112583	175291	111878	148266	155045	167236	154558	154824	128756
Ethylmalonic acid/Glutaric acid		258233	218954	238886	250859	195240	309639	270201	181040	235988	228076	199354	185162	206725	220433	197008	241745	191097	209137	209737	219780	188704	247577	191391	266164	262781	270018	250056	225643	246329	219994	227948	222017	206747	243449	303004	198787	337017	347100	268559	211599	278498	186585	220811	285264	226765	270440	378018	239951	251455	259119	207624	219090	282615	215851	248675	307524	295418	232096	253175	171553	188705	269657	313620	203864	232109	305729	236947	239858	280272	252505	283020	250405	187620	258307	315496	208320	186972	275405	237729	249200	259349	227178	204974	271660	215821	161497	265702	250876	272521	210119	265072	285561	320927	311436
Fumaric acid	Fumaric acid	273271	281239	264903	278362	268632	202156	258490	336859	214915	221136	321782	269477	204188	329027	459138	260603	254242	328198	375866	273171	346753	359037	226401	381845	344192	540452	406847	231717	386714	335986	271741	315540	358802	227833	244884	350393	248096	121324	299735	366483	498440	238649	202899	295444	202762	297052	69510	306845	265579	260979	296841	304390	325550	321583	271204	277066	364525	206613	352328	250610	333698	328009	263822	249761	240334	99258	242607	200869	138613	279685	256666	360633	407217	193527	253458	242694	317935	250024	212632	288133	169359	205249	233289	358637	506699	419204	254506	273472	263275	282359	191827	216963	183446	290786
Galactonic acid/Gluconic acid		92921	124575	77508	120526	95723	63184	60232	94745	161621	112395	99560	53492	95691	173834	99045	124624	92966	101833	80203	120317	49285	149991	73961	126114	95730	146725	95493	82756	103602	84665	51137	169829	120611	198649	235822	124757	274270	710112	97913	74588	216815	108000	114203	101027	122244	135062	148678	101815	98039	65077	125684	121818	118059	102254	177348	129096	174878	178219	110872	95013	108491	191108	103649	100953	113733	186317	152100	300569	104451	110331	245895	75473	122243	76078	83939	101400	55953	212044	116189	224921	166280	83941	114735	93545	235648	116094	238580	70345	109530	151965	130620	141639	150029	125869
g-Aminobutyric acid		213486457	204125287	199971586	196576164	212906868	177371179	171014032	175699219	151055014	204462376	204687482	142596036	178727031	227001372	196608227	199036403	207240102	218737334	186917626	175553753	150215946	224799281	168298405	211914030	205461474	199308819	200627255	201979793	222315228	140091972	135253914	198398419	188704313	207674585	154440761	204950417	221778530	204531917	162368185	150474010	218325405	215945241	184012688	211181546	226362012	185065663	160877137	216383606	209991022	186712794	186962794	197036941	211400007	226337034	222032826	172861821	261815276	211430328	156431043	174821757	199667468	226111511	163723293	180514550	188573433	175332842	271656975	237222973	186467582	210489621	263672983	165484006	196007271	182651141	204204032	211125912	154249597	215045371	232341502	273372880	241375062	175802743	217781950	199046546	250711139	196699664	276345291	155038280	186947814	179766682	212515959	265403082	245043996	247448364
Glutamic acid	Glutamic acid	81995377	76033901	75492708	82337463	93404218	82162153	65675407	76284688	77587918	80618736	92538941	69706642	70388378	93589862	92362553	83030034	81197787	84267899	73717341	88624337	68199580	83543553	65808252	88864145	73113298	94213495	73543978	67661195	84941186	79315344	64694478	102299970	97554523	89516910	78732763	88454210	111709028	93677286	78316587	75212721	113115957	82108678	80590620	83624816	89710973	83061279	76285915	91208093	80205038	72877363	89907226	89896285	83341548	90049939	89735622	90809671	96946889	89880894	79794722	81276533	90372544	101644403	76343486	83684847	89962675	67881125	88718083	90237680	83298674	83940469	104016614	75092633	92168612	63346613	80214273	81832647	54341504	97523794	83865461	102548076	84639719	72718326	85426773	91434389	112313530	79644511	104869588	71150559	99203436	92404872	90294855	89571045	84422356	93462603
Glutamine	Glutamine	38189885	36204053	35658485	37063147	42272812	41920216	30178085	31437745	35590011	35357037	37516480	29104176	31353228	39905060	38359393	37289760	39570454	43110718	35590202	36608159	29545190	41024571	32083357	41879460	34795542	41850808	36431003	36599844	37516501	32870047	31324953	42058486	42594962	35464758	34059531	39697465	45191354	40169380	34068207	28670441	43676861	37713297	33441756	37566842	38490897	35004942	35490373	41235201	36526525	32648307	38702344	41003723	35007025	37858363	39522396	40633029	48909219	40662123	32965756	44105290	46571492	43559760	31983819	30984006	37423958	31301927	38852679	38740995	32519259	37195539	47966398	33768027	40020499	29392470	32666537	43725559	33778105	38470880	40938791	46502987	36864187	31035945	38584217	36849541	56245002	38724916	46418836	30402772	41238905	41341095	37099046	38548303	31864298	37344590
Glutathione	Glutathione	709097	845650	592968	931080	1088379	1378713	927695	446913	995391	1209325	1374345	329753	686054	1187706	8901296	1228413	1237651	1133878	662279	465460	7451293	1063889	460804	627112	434540	974649	868772	967790	586184	1025052	1064124	2000057	2841466	225431	2917503	14835414	523000	653185	606751	1105811	438025	500740	372855	647882	418833	684185	292075	494134	614498	526563	504150	743993	434357	661151	366287	530673	390987	572261	3509177	1406320	9937562	376508	1648079	7065260	1725907	271626	278895	147945	267994	218473	284850	4049434	13906013	144857	237477	370438	12477346	177858	312319	451310	298096	193496	294580	3691419	25969412	1677238	257547	361735	704423	26108822	181233	252663	184310	5336057
Glutathione oxidized	Glutathione	2248653	1660849	2788593	1823635	6143070	3678660	6908381	1565065	254693	1899627	7342768	521599	1738757	3784300	6394478	4977507	6223423	7577531	3239725	2800054	4977481	5086137	2441957	7704146	5442424	3199210	2165052	4870580	6145607	2158541	3396363	16586592	13274540	3854843	11964833	9007858	3898326	5893656	1901634	2345700	1440873	6838261	2017559	1846580	5051834	711045	5365741	5451066	3034798	1929659	2550928	354163	1335227	5604616	5044641	2669111	9070378	5919614	4158576	12289604	10124574	4346163	8155086	14746436	13428180	1477110	4767795	1636079	4123753	3804567	4965426	9829065	8839020	339417	2713219	15787547	8934750	337597	1571205	3974012	240915	513197	4979269	6524460	12758717	10361942	4489661	4104083	19473396	7586376	2052757	2331446	2635184	8472556
Glycine	Glycine	1574993	1565997	1502040	1361205	1309349	1280776	1197040	1647526	1481639	1412674	1109586	1502120	1541522	1553662	1182118	1384412	1245078	1363524	1230757	1568380	942424	1365718	1305240	1291459	1332745	1486243	1510120	1176940	1369508	1263781	1217239	997019	921858	1498586	940289	980966	1800805	1433986	1378534	1185068	1655101	1135202	1386097	1541335	1368223	1512645	1065709	1268843	1281723	1226942	1482297	1613703	1391760	1312818	1598904	1429332	1224788	1386598	1025341	896517	879505	1572377	1041432	1000166	1118412	1502271	1580323	1861167	1372206	1407113	2255162	1038672	1074809	1503384	1559365	1030486	769617	2099351	1449330	1670979	1617825	1654494	1376986	1181034	1084530	857423	2038377	977601	879743	945889	1576681	1605059	1649712	1230714
GMP	GMP	46017	33426	30618	37565	32335	34080	2029758	748953	19933	35560	2486495	28414	28245	28969	116012	24551	31043	29545	1143014	1464956	117595	29870	366388	41444	42873	40464	42482	100931	43934	36719	248620	3446462	3287629	25558	3352065	3565125	33818	29529	29126	26589	25467	43293	40815	55589	49818	35240	41302	47022	55339	45789	35230	33049	46775	64776	22033	23949	39487	18536	52360	3282593	3944778	31268	80838	3261019	2956517	27379	34838	47548	39352	41111	44855	3003356	2503369	46386	37638	2247395	2137711	33515	33347	41431	24973	22691	23279	118129	4476340	3213730	50320	110980	2955896	3549397	42146	42634	58653	127402
Guanidoacetic acid	Guanidoacetic acid	604502	586443	590004	591079	713511	669591	682307	732337	653865	638806	1331592	633713	487890	663768	612834	685129	958305	906031	965952	994350	806170	838981	825802	785712	652660	929760	947464	1063573	783659	797718	777921	1414549	1916096	475006	944350	1025990	648685	723698	554589	514450	921985	570021	465059	546862	611650	550208	715875	858291	617363	573750	872287	960724	673047	770804	613126	671082	1390076	623271	646520	1889166	1378063	701552	671144	1452771	1253247	340714	675288	364878	421437	546715	714018	1026985	1387848	515610	689657	1926675	1178927	677018	616831	819232	589391	460600	717078	882405	1651549	1768746	784960	1915141	1211745	1264892	703686	1012257	832686	996071
Guanine	Guanine	8501703	7897738	6182650	8836576	8568339	11104587	3021907	6875272	8057690	8996982	3163124	8723232	4916407	6885653	9609947	7487992	7750247	7858988	6548446	5766371	8387377	6898970	8188162	3478404	1498468	10475166	9401762	8404299	6778247	9715491	6469818	1635651	2269277	5675467	1554036	3353712	9371615	12605217	9977270	8328578	10785596	5202246	2235614	7994831	2859777	8362263	8860975	3966975	6402253	5899820	10311143	10180168	7115041	1886877	6236775	9080095	11509498	7474885	9153883	1537514	1837790	8734765	8085765	1450751	1909241	5333594	549351	1028159	2363590	1471802	491284	2180845	2328407	4279177	4630697	1609991	1713133	5608414	8219046	6974481	7579034	7441071	3703070	9680389	3060114	3290851	967159	9120431	1438552	2151671	2842158	7847210	724220	11738424
Guanosine	Guanosine	51777367	47413904	39258253	53011150	50676206	62001759	20902544	39745368	47569425	50079395	20637732	51425865	31928096	41307705	57007025	43929052	45815848	45480902	39447739	36160238	51031997	41263850	49288374	23737371	11254706	57193014	53675064	49437978	41947275	55857921	43430305	11603687	15828659	35842586	12343041	22583532	53831649	67999275	57991666	50674392	60658669	32434927	15475753	46861685	19810436	48993549	52334571	28008381	41036755	38607856	58576481	57996263	44721162	13815794	39757800	51155740	60675893	44878510	52285066	12187870	13909152	50465923	48459830	10962699	13762182	34375397	4882255	7058101	17014852	11308303	4081131	16347754	16167587	29899761	31646270	12047107	13248212	35927462	50585148	40661776	44776493	45025924	24363517	55054103	19876713	22374096	7231620	51553169	11324350	15330231	19039701	47488787	5574027	63096031
Hexose	Hexose	44226214	39772149	33386677	32032420	34813266	41555879	31925594	31833819	34178733	36378733	36574780	26548837	31229621	42342077	35673933	40747352	40278742	46722232	34869257	34288160	22985084	42460292	27608537	45615143	42017523	43149014	35306716	36755672	44795739	31455171	25241227	41145814	39054512	42747092	33572769	38976788	48647285	47051086	31556584	27624802	43569673	38656884	34966811	40543250	28752031	39322204	34457239	41023642	40815880	24824420	36358518	34492348	35466258	32130047	41367381	41843024	48904301	43906554	30318242	34144770	39585721	45570182	31134879	32297030	37267648	32832461	45476824	37348843	36155311	29903282	51221888	34457863	41952296	32658126	40254248	36367422	30096987	44041252	40942888	49873987	35739801	29820247	37747584	37327164	47757479	32306344	56418896	33076940	37700293	34886933	33580774	44356371	38552618	41038964
Histidine	Histidine	41543917	42771098	44023265	44510348	39189825	40747145	41005582	43981324	39782854	37911294	39806618	38233916	41618101	45644795	33961237	36629891	36830317	34684218	40688633	40417245	32918518	37280177	42445816	34385821	36575118	40609924	47444445	35252747	37531722	40418554	38417332	38768888	37855884	40279905	58636026	42155455	41516056	42675299	42492266	39732160	44610217	38171115	48318700	52442073	42577004	33803436	42472024	43534332	39409777	44120822	46929418	43893739	41847871	42229696	42695971	35638909	33068270	32883771	36473134	32140044	33863661	37946699	36163912	48457819	43601292	50456592	48666008	66346076	44355451	48086220	81853587	40660004	43841000	46624489	38946230	50503807	34912960	57704764	53215429	54228280	54291428	50130895	46206379	42156807	50314918	41237363	43623578	32584774	42763722	39232537	43661549	50427084	49648657	36006232
Homoarginine	Homoarginine	117007	174763	225460	212383	237385	65209	164208	135646	254225	218718	206197	142608	267852	286461	172808	127287	157109	104870	126560	160934	98395	131668	155747	205397	207860	139566	183176	117450	199974	149295	118336	301024	238383	221225	274603	138790	231391	87360	73409	89037	209282	232077	314776	245549	211688	163230	64480	466929	151022	236073	201484	214103	175754	313735	370530	145656	170726	239830	185205	176824	263384	183228	108657	158807	183727	331996	507080	830224	337662	588344	508925	187885	309189	174833	206583	217816	319155	278080	336478	487755	309875	175898	283424	187963	274342	153735	396971	62724	181434	70614	244461	536434	381098	172638
Hydroxyphenyllactic acid	Hydroxyphenyllactic acid	175334090	130728127	109086644	150562102	144422653	4630953	294516017	245852419	49493016	193423107	299344248	181648609	291924508	107846228	343230299	244167222	229997455	306057770	185468600	250247484	353315304	238246352	108499773	64841158	76368748	311389628	212646021	249608288	56748338	284953013	283100286	312512452	356393899	178217606	349995384	393274758	201077546	107929735	271770460	220989895	328512342	104059478	31103844	94185725	20202785	106450267	86801396	96185301	73456810	102253932	319818020	152996714	10673200	46424171	110999168	196300028	280125420	176293183	410501369	415700127	433446624	286392700	160845985	411895146	249226462	17353093	35278871	67324716	77566611	30074927	53328461	423584306	430706115	25794641	37969658	206538620	353402528	53431326	180600179	109802318	82837459	164327829	121342466	227383925	475952669	388995330	53082534	242670208	487043323	623067444	53520648	32920320	78136883	197640002
Hypoxanthine	Hypoxanthine	490342208	501187259	539156426	457312072	475618582	330646546	361783958	347885972	406726306	417745853	402871965	318365158	489012557	538533137	386187362	452831936	473616186	491612502	389843197	365073132	351583144	544343612	373815114	610604822	617410554	444888067	403828433	420364182	542709594	312325910	289874236	383534435	391067479	542757056	300773516	384501505	473670266	385508461	281187906	335316863	450774153	486899981	575562599	467179114	612425668	444158280	274059201	558562859	495637013	492069645	340864450	389378593	495252919	654354544	572491412	445882494	428995645	480537790	311285538	335600151	370163246	500144722	322084362	343584788	371504665	514838646	733048744	691527379	615405744	643160707	766944402	328114371	388037947	517498834	545401172	393667776	342421906	560610028	502740730	598353077	511982471	457249209	568542702	376001903	450172817	361247732	712697234	254725882	338194450	306350449	584977105	567771921	679487891	431184463
Imidazole	Imidazole	4902699	2946937	2859735	2584604	3039117	5796211	5948973	2466864	4592025	4674457	5300177	4176657	5126983	3719372	2879569	3753056	3622051	4577991	2780059	4932285	4427240	5408510	6128675	3889524	2719831	2442244	3286416	4324879	4991478	4204397	4265372	6572961	5018797	4521105	5107502	3762631	6386106	11001379	2470612	2990101	6668722	2662585	2966474	2316605	3033119	2931606	6235872	3283288	3846113	3581100	4251256	4930431	6223862	3155979	6114167	3850964	5180302	5249933	3309362	3701689	5843082	7662741	5487257	4697271	4852400	7919323	4873938	4362074	5019463	4964755	4813191	3404885	3429389	3657075	5302192	6876167	4575762	5427294	4366399	5115505	5573581	3013494	4385384	4121063	3500107	2149756	7070487	4169561	3782326	2820878	4298644	4996104	4623750	3839567
IMP	IMP	78888	82960	151694	81582	268380	42983	2049271	1159761	27643	129635	3988001	18453	52662	56927	12554	41856	93752	85254	1036179	1543522	7698	108076	175372	68922	60362	80028	108652	70179	112500	78316	266391	8588122	7280277	72136	5760746	4701968	88835	16912	28140	39862	34332	288719	8742	77761	9162	48930	17832	86992	68939	74980	21964	44223	49376	79669	63969	77930	408041	74170	51495	5648464	8606865	82309	22444	6306448	7919917	3492	13678	6513	8035	138189	27195	6304919	5945397	6112	57934	5121684	3320736	7604	119380	102248	4824	100851	141614	61417	7662003	4029959	3575	168770	5291550	5976766	4710	91779	8783	65983
Indole-3-carboxyaldehyde	1H-Indole-3-carboxaldehyde	1975390	1977013	1606022	2296939	1834984	2324384	3287532	1766861	2112216	1675897	2503674	2014197	1199238	1918848	1659646	1717950	1624668	1705033	2535454	2845338	1329253	1595480	2265050	2013880	1803625	2365989	2027369	1493162	1995464	2454555	2009499	10082770	5483517	1716586	6295207	5133207	2309074	2751739	2599169	2175132	1838838	1326160	1710480	2279305	2224419	2357041	3639057	1733106	2082551	1687390	2113387	2206419	2016811	1696283	1765877	2291468	1476104	1782068	2027931	7127817	5498519	1918114	3207265	8433094	4960347	2150680	1481249	1484552	1656691	1544051	989835	4944676	5157892	1733665	1938507	6519600	5436182	2050908	1616084	1616810	2125527	1749292	1448713	3542925	5918190	3316696	2111494	2184588	9521088	4785860	1771166	3009243	1804469	3207977
Inosine	Inosine	224649295	169983156	157983017	213750351	237955166	240361660	149958208	176091562	218100525	224118156	206635442	175478561	178009293	187189714	182658585	183881225	197554754	212635243	190590700	215538038	159254114	203458955	178164983	191175476	173562485	242178277	229299727	184838932	220667158	213365681	217417850	135359650	159187056	187617807	106622152	138300628	243403931	211456845	226903941	164095984	199964114	143720938	132716302	170644382	186190572	178227108	215245351	201467023	195553121	195319248	225211202	197581992	204478492	167890792	194777904	212196727	240496052	193585392	191546311	114826200	155030885	233849573	175804270	152307464	169260645	181015821	158979379	167758282	169290816	135545239	141955513	159311920	163013894	149751298	199907792	157881768	145319894	215746738	206502888	166006004	201726083	181612569	187892971	202113344	125548693	165249384	178587885	182599177	121313436	126823630	152158929	211326785	133988628	233621677
Isocitric acid	Isocitric acid	15077915	20039921	19533653	14520215	18877463	14266578	5059183	9591094	9632505	21919851	6998531	13060238	21116325	24349106	22928465	29966831	24443082	28044147	10482887	7648234	22444135	26855046	4057062	25799721	24145913	19370486	12741159	20141411	21373197	12444674	4605004	446774	404980	16988145	1607434	6578032	18675351	11623722	10914777	12189366	16052263	23453325	16816574	15127271	22246838	17067881	9149804	18993344	18492928	13125205	8853608	8671089	17401838	16041025	14073247	10184665	16856107	16802220	16938100	351957	5868278	22810630	13442535	439859	386684	8399892	14941410	16136329	15994823	15096417	25142705	460046	8225134	10423300	14625187	380817	645666	9535960	14572013	21644108	13716033	13227702	26422815	22077501	4357510	1844211	27651261	2145950	423723	8648301	15228942	10388297	18184801	33805385
Isoleucine	Isoleucine	4533258	5665237	5663923	5358002	4855483	4640620	3214523	2765675	5620781	4072774	3401078	2575044	4121661	6231973	2877729	4464957	4284666	4437282	3025585	3616046	2256668	5105414	3146560	5111320	4706399	3665884	3602940	3854376	5727760	2933799	2198618	4404241	3833155	6095578	4259882	3284381	6312442	6242983	2470915	2494725	3959515	5255651	5405857	6650738	6169924	4974246	5406926	5498968	5570301	5100531	3175405	4327558	5365792	5746470	6948547	4789442	4892206	6360977	2597465	3652637	4273905	5290001	2770977	2877932	3545309	6623190	7393095	8566187	6462868	7634175	10774315	2652287	3001203	5426713	6219038	3573859	2423487	6761940	6479420	8853906	7394871	5116964	5972948	3929845	4134991	2729404	7511322	3062101	3117549	2271183	6350529	10973950	8645467	5672955
Isovalerylcarnitine	CAR 4:0;3Me	612457	458490	424079	574669	609207	629220	520178	501590	420584	400791	521426	412728	454470	378999	480347	482483	503365	603316	453186	700205	535490	466308	502845	556036	531649	730039	430786	444981	413424	616418	521996	500380	590667	668700	829841	682020	553293	797361	575739	525205	814852	634898	593507	464519	533858	616892	442681	731498	509849	656308	741900	519874	568522	578090	660565	481756	636338	658549	541485	698041	840418	1010367	751002	764957	641707	445695	564176	879691	530398	609705	1320998	689800	967998	635475	596854	648120	714246	1091447	873625	889035	763842	754531	951852	818010	1287689	1241277	740490	486834	742537	1144660	766025	655920	909599	1231306
Leucine	Leucine	8344952	10370023	10828717	10462699	9562102	8022723	5762871	5674162	10626635	8286082	6611174	5099827	8256989	11845657	6196527	8053810	8395662	8558990	5909835	6622028	4581056	9291024	5638704	9387530	9131853	7487757	6918611	7311915	9991635	6142478	4594084	7977032	7353255	11475760	5858225	6657756	12147482	10527513	4768648	5197245	8391709	10464802	10706649	11409730	11300742	8992509	8180108	10623502	10205665	9906300	6606457	8706666	9737272	11605324	12425857	9240948	9508824	11585004	4857573	4821566	5808515	9747148	5474236	5671349	6345495	11944546	13986086	18276634	12033308	14216255	17890322	4761362	5649358	9605206	11033174	6029539	4492285	12825970	14024604	17977838	15183064	11191817	12416466	7901847	8503701	5754000	14139404	6102021	4904163	4416680	12168043	21311582	17006994	11433595
Lysine	Lysine	3960216	4267376	4281056	4154850	4317409	2740047	2485825	2597600	3116996	3025936	2273394	1904552	3153624	3351391	2232939	3266543	3006621	3191745	2170271	2257991	1900418	3972008	2064626	3848802	3878706	3452030	3226354	3278095	3909721	2615236	2202303	2977149	2778537	4915416	2465047	2624689	4669772	3449535	1933057	1866248	3014434	4136460	4075598	3968620	3645504	3473759	2529387	4295236	3373230	3512839	2300715	2699684	3366252	4028224	4609295	3591327	3784874	4214131	2227372	2198560	2736965	4138446	2602753	2807667	2396197	4675460	5776611	6510470	4865436	5182155	5486934	1863973	2235598	3849470	4357195	2271918	1816851	5066911	5053993	5528090	4566736	3941877	4884648	2592753	3099450	2508848	5929374	2350904	2260805	2463762	5215298	6086559	5947873	3771977
Malic acid	Malic acid	7811617	7548947	6862752	6393319	8923712	1894326	1643205	1712112	5432688	5140222	1949117	1369561	4784639	6352572	2237901	6173526	5952751	7964885	1773663	1838467	1859889	8127478	1327156	7568430	7140486	6523461	4179399	3898867	8552372	2458899	1395358	2560198	2190705	6903366	1653477	2038228	6436385	1844137	2005717	2602158	5373728	8568111	4047898	7553850	3803224	6393481	731073	6484351	5194835	6948863	1945398	3056782	6008377	6459491	7315862	5626014	6427848	5591636	1855396	1720773	2143940	7633968	1683040	2611934	1556431	2363466	5138745	4856459	3471642	6959547	6098896	1826610	2820783	4655183	6277642	1975959	2017542	6182520	5509084	7589201	4444271	3589094	7090041	2108814	3249106	2150250	6126470	1587545	2463981	1851193	4733451	5455242	4636494	3524757
Methionine	Methionine	9750267	11245060	11354897	11348985	11141388	8256344	5618746	5880827	11429147	9052686	7026512	5294150	8694598	12912631	7920116	8388177	9188766	9719067	7187683	7806720	5691451	11057040	6552397	10525054	9650057	9607536	8887566	8474755	11157308	7312792	5673013	7564943	8120149	10842191	5613510	6201924	12247184	9923311	6156617	6269618	11478619	9914749	11155211	11323468	12011575	9992466	7975999	11734728	10952169	10668326	8269801	10458177	10550105	11672435	13652375	10413390	10948828	11337573	5817199	6303185	7045198	10982623	5720060	5818712	7224762	10617575	13782780	15987930	11482533	14160056	15573010	6095065	7493003	10132075	10862217	7264956	5525352	11198264	14455743	18407596	14633138	11145338	13292390	8393561	9500173	5939126	12974600	6440759	7574362	5731675	11748193	18071157	14841208	8907720
